application_domain,task_type,QA_list,model_response
Healthcare,anomaly detection,"""question"": ""The following data represents ECG (Electrocardiogram) signals, which record the electrical activity of the heart during each heartbeat and serve as an important tool for diagnosing heart diseases. Using a signal sampled at a frequency of 500 Hz, we can determine whether abnormalities are present in the human body. The input Time Serie is [0.37, 0.43, 0.64, 0.11, -0.55, -0.57, -0.75, -0.2, 0.49, 1.15, 1.9, 2.02, 1.45, 0.49, -0.35, -0.28, -0.26, -0.17, -0.11, -0.13, -0.16, -0.16, -0.17, -0.19, -0.23, -0.25, -0.29, -0.36, -0.4, -0.46, -0.52, -0.55, -0.6, -0.61, -0.61, -0.58, -0.55, -0.48, -0.4, -0.31, -0.22, -0.13, -0.07, -0.02, 0.04, 0.01, 0.04, 0.04, 0.03, 0.03, 0.05, 0.07, 0.04, 0.06, 0.05, 0.07, 0.07, 0.08, 0.07, 0.1, 0.09, 0.09, 0.1, 0.09]. Please determine whether there are anomalies in this time series given information above."", ""answer"": ""Based on the given information, this time series includes Anomaly Point.""",<answer>Anomaly</answer>
Environment,anomaly detection,"""question"": ""The following data is derived from an environmental monitoring wireless sensor network system designed to collect environmental data with high spatial and temporal resolution. It has been deployed in mountainous and urban areas. Specifically, it includes environmental parameters such as temperature, humidity, wind speed, and soil moisture. Using this data, it is possible to determine whether abnormal events are present in the environment. The input Time Serie is [-0.36, -0.36, -0.48, -0.6, -0.59, -0.61, -0.56, -0.66, -0.6, -0.72, -0.6, -0.39, -0.16, -0.24, -0.14, -0.18]. Please determine whether there are anomalies in this time series given information above."", ""answer"": ""Based on the given information, this time series includes Anomaly Point.""",<answer>Anomaly</answer>
AIOps,anomaly detection,"""question"": ""This data originates from monitoring systems and devices, and it is used to evaluate system performance or detect anomalies in time series. It also assesses the health and operational performance of devices or services. The dataset includes IOPS metrics recorded during the operation of storage systems or servers. Using this data, we can determine whether anomalies have occurred within the system. The input Time Serie is [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]. Please determine whether there are anomalies in this time series given information above."", ""answer"": ""Based on the given information, this time series includes Anomaly Point.""",<answer>Anomaly</answer>
AIOps,anomaly detection,"""question"": ""This data originates from monitoring systems and devices, and it is used to evaluate system performance or detect anomalies in time series. It also assesses the health and operational performance of devices or services. The dataset includes IOPS metrics recorded during the operation of storage systems or servers. Using this data, we can determine whether anomalies have occurred within the system. The input Time Serie is [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]. Please determine whether there are anomalies in this time series given information above."", ""answer"": ""Based on the given information, this time series includes Anomaly Point.""",<answer>Anomaly</answer>
Environment,anomaly detection,"""question"": ""The following data is derived from an environmental monitoring wireless sensor network system designed to collect environmental data with high spatial and temporal resolution. It has been deployed in mountainous and urban areas. Specifically, it includes environmental parameters such as temperature, humidity, wind speed, and soil moisture. Using this data, it is possible to determine whether abnormal events are present in the environment. The input Time Serie is [7.62, 7.68, 7.35, 7.57, 7.72, 7.43, 7.74, 8.0, 8.46, 7.92, 7.72, 7.94, 8.29, 8.38, 8.21, 8.22]. Please determine whether there are anomalies in this time series given information above."", ""answer"": ""Based on the given information, this time series includes Anomaly Point.""",<answer>Anomaly</answer>
AIOps,anomaly detection,"""question"": ""This data originates from monitoring systems and devices, and it is used to evaluate system performance or detect anomalies in time series. It also assesses the health and operational performance of devices or services. The dataset includes IOPS metrics recorded during the operation of storage systems or servers. Using this data, we can determine whether anomalies have occurred within the system. The input Time Serie is [1.64999997616, 1.5, 1.35000002384, 1.45000004768, 1.39999997616, 1.20000004768, 1.60000002384, 1.60000002384, 1.04999995232, 1.5, 1.45000004768, 1.54999995232, 1.14999997616, 1.79999995232, 1.29999995232, 1.39999997616]. Please determine whether there are anomalies in this time series given information above."", ""answer"": ""Based on the given information, this time series includes Anomaly Point.""",<answer>Normal</answer>
Machine sensors,anomaly detection,"""question"": ""This data originates from machine system, and it is used to evaluate system condition. Using this data, we can determine whether anomalies have occurred within the system. The input Time Serie is [18984.0, 22227.0, 24795.0, 26551.0, 27632.0, 28578.0, 29254.0, 29524.0, 29794.0, 29794.0, 29794.0, 29389.0, 28713.0, 27632.0, 26281.0, 24795.0, 23443.0, 21822.0, 20201.0, 18714.0, 17228.0, 15877.0, 14661.0, 13444.0, 12634.0, 11958.0, 11418.0, 10877.0, 10202.0, 9526.0, 8715.0, 8040.0]. Please determine whether there are anomalies in this time series given information above."", ""answer"": ""Based on the given information, this time series includes Anomaly Point.""",<answer>Anomaly</answer>
AIOps,anomaly detection,"""question"": ""This data originates from monitoring systems and devices, and it is used to evaluate system performance or detect anomalies in time series. It also assesses the health and operational performance of devices or services. The dataset includes IOPS metrics recorded during the operation of storage systems or servers. Using this data, we can determine whether anomalies have occurred within the system. The input Time Serie is [0.20000000298, 0.20000000298, 0.20000000298, 0.15000000596, 0.20000000298, 0.20000000298, 0.20000000298, 0.25, 0.25, 0.235294118524, 0.0, 0.10000000149, 0.300000011921, 0.10000000149, 0.20000000298, 0.449999988079]. Please determine whether there are anomalies in this time series given information above."", ""answer"": ""Based on the given information, this time series includes Anomaly Point.""",<answer>Anomaly</answer>
The Web,anomaly detection,"""question"": ""This dataset includes data from Yahoo's servers and various service metrics, allowing us to assess the operational status of the related equipment based on the information provided. The input Time Serie is [-1037.44298465325, -124.090609145315, -1536.72662219162, -1767.86432598895, -1747.2360024884802, -1587.37877005806, -1331.06217067655, -968.093756234642]. Please determine whether there are anomalies in this time series given information above."", ""answer"": ""Based on the given information, this time series includes Anomaly Point.""",<answer>Anomaly</answer>
Healthcare,anomaly detection,"""question"": ""The following data represents ECG (Electrocardiogram) signals, which record the electrical activity of the heart during each heartbeat and serve as an important tool for diagnosing heart diseases. Using a signal sampled at a frequency of 500 Hz, we can determine whether abnormalities are present in the human body. The input Time Serie is [-0.09, -0.05, -0.03, -0.01, 0.01, 0.02, 0.02, 0.02, 0.03, 0.02, 0.03, 0.02, 0.04, 0.03, 0.01, 0.0, 0.03, 0.02, 0.01, 0.02, 0.03, 0.02, 0.02, 0.03, 0.01, 0.02, 0.01, 0.02, 0.02, 0.02, 0.01, 0.02, 0.01, 0.0, 0.01, 0.0, 0.01, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01, 0.01, 0.0, 0.0, 0.01, 0.01, 0.0, 0.01, 0.01, 0.01, -0.01, 0.0, -0.02, -0.02, -0.01, -0.02, -0.01, -0.02, -0.03, -0.02, 0.01, 0.0]. Please determine whether there are anomalies in this time series given information above."", ""answer"": ""Based on the given information, this time series includes Normal Point.""",<answer>Normal</answer>
Environment,anomaly detection,"""question"": ""The following data is derived from an environmental monitoring wireless sensor network system designed to collect environmental data with high spatial and temporal resolution. It has been deployed in mountainous and urban areas. Specifically, it includes environmental parameters such as temperature, humidity, wind speed, and soil moisture. Using this data, it is possible to determine whether abnormal events are present in the environment. The input Time Serie is [-0.7, -0.68, -0.66, -0.56, -0.5, -0.5, -0.57, -0.44, -0.47, -0.58, -0.4, -0.46, -0.48, -0.46, -0.4, -0.52]. Please determine whether there are anomalies in this time series given information above."", ""answer"": ""Based on the given information, this time series includes Anomaly Point.""",<answer>Normal</answer>
Healthcare,anomaly detection,"""question"": ""The following data represents ECG (Electrocardiogram) signals, which record the electrical activity of the heart during each heartbeat and serve as an important tool for diagnosing heart diseases. Using a signal sampled at a frequency of 500 Hz, we can determine whether abnormalities are present in the human body. The input Time Serie is [-0.04, -0.01, 0.02, -0.01, 0.0, -0.01, 0.02, 0.02, 0.02, 0.04, 0.04, 0.05, 0.05, 0.05, 0.04, 0.07, 0.06, 0.07, 0.06, 0.04, 0.04, 0.03, 0.0, 0.01, -0.03, -0.07, -0.07, -0.09, -0.08, -0.05, -0.05, -0.05, -0.03, -0.04, -0.02, -0.03, -0.02, -0.02, -0.01, -0.01, -0.01, -0.01, -0.01, 0.0, -0.01, -0.01, -0.01, 0.0, -0.02, -0.02, -0.01, -0.01, -0.02, -0.01, -0.02, -0.03, 0.0, -0.01, -0.01, -0.01, -0.01, -0.04, -0.01, -0.01]. Please determine whether there are anomalies in this time series given information above."", ""answer"": ""Based on the given information, this time series includes Normal Point.""",<answer>Normal</answer>
